BatchID,cell_line,drug_name,Drug_concentration (microM),viability1,viability2,viability3,viability4,viability5,viability6,mu/muMax,X/X0
1,SKOV3,Dexamethasone,10,0.930,0.904,0.811,NULL,NULL,NULL,0.942,0.923
1,SW620,Dexamethasone,0.0045,0.895,0.907,1.033,1.062,1.088,0.875,0.988,0.984
1,SW620,Dexamethasone,0.014,0.827,0.895,1.065,1.095,0.975,0.920,0.979,0.971
1,SW620,Dexamethasone,0.04,0.910,0.919,1.143,1.129,1.086,1.068,1.029,1.042
1,SW620,Dexamethasone,0.12,0.850,0.964,1.011,1.087,1.017,1.072,1.006,1.008
1,SW620,Dexamethasone,0.37,0.947,0.891,1.019,1.038,1.032,0.980,1.000,1.000
1,SW620,Dexamethasone,1.1,0.905,0.961,1.034,1.065,0.968,1.057,1.000,1.000
1,SW620,Dexamethasone,3.4,0.972,1.044,1.196,1.091,0.987,1.042,1.017,1.023
1,SW620,Dexamethasone,10,0.999,0.991,1.149,0.929,1.015,1.012,1.002,1.003
1,SW837,Dexamethasone,0.0045,1.551,1.356,1.014,0.946,1.049,1.100,1.047,1.067
1,SW837,Dexamethasone,0.014,1.036,0.895,1.087,1.041,0.936,0.750,0.991,0.988
1,SW837,Dexamethasone,0.04,1.257,0.836,1.125,0.913,1.186,1.203,1.094,1.139
1,SW837,Dexamethasone,0.12,1.046,1.176,0.944,1.101,1.054,0.905,1.032,1.045
1,SW837,Dexamethasone,0.37,0.968,1.132,1.209,1.338,1.073,1.159,1.088,1.130
1,SW837,Dexamethasone,1.1,0.879,1.032,1.483,0.842,1.110,1.093,1.039,1.056
1,SW837,Dexamethasone,3.4,0.886,1.195,0.988,1.066,0.867,0.984,0.991,0.987
1,SW837,Dexamethasone,10,1.161,0.952,1.248,0.779,0.917,0.986,0.980,0.972
1,T47D,Dexamethasone,0.0045,0.822,0.935,0.870,1.218,1.000,0.909,0.897,0.867
1,T47D,Dexamethasone,0.014,1.181,0.852,1.045,1.075,1.197,0.923,1.074,1.107
1,T47D,Dexamethasone,0.04,0.801,0.752,0.833,1.374,1.061,0.944,0.850,0.813
1,T47D,Dexamethasone,0.12,0.829,0.964,1.257,0.817,1.177,0.738,0.862,0.826
1,T47D,Dexamethasone,0.37,0.893,0.833,1.433,0.819,1.463,1.001,0.931,0.909
1,T47D,Dexamethasone,1.1,1.111,0.986,1.357,0.555,0.944,1.244,1.060,1.087
1,T47D,Dexamethasone,3.4,1.022,0.951,1.153,1.203,1.353,0.842,1.106,1.158
1,T47D,Dexamethasone,10,0.985,1.062,0.977,0.762,0.857,0.794,0.891,0.859
1,UACC62,Dexamethasone,0.0045,0.889,0.834,1.018,1.017,1.095,1.026,1.012,1.016
1,UACC62,Dexamethasone,0.014,0.916,0.948,1.063,1.050,1.069,1.026,1.025,1.036
1,UACC62,Dexamethasone,0.04,0.897,0.814,0.976,1.011,1.199,1.092,0.995,0.994
1,UACC62,Dexamethasone,0.12,0.875,0.992,0.957,1.010,1.059,1.052,1.001,1.001
1,UACC62,Dexamethasone,0.37,0.922,0.972,1.060,1.043,1.009,0.988,0.999,0.998
1,UACC62,Dexamethasone,1.1,0.996,0.968,1.039,0.984,0.979,0.954,0.987,0.983
1,UACC62,Dexamethasone,3.4,1.079,0.954,1.072,0.887,0.953,1.011,0.988,0.983
1,UACC62,Dexamethasone,10,1.016,0.993,0.992,1.028,1.015,0.884,1.003,1.004
1,UWB1289,Dexamethasone,0.0045,1.034,1.052,0.985,1.085,1.000,1.044,1.032,1.045
1,UWB1289,Dexamethasone,0.014,1.093,1.075,0.997,1.009,0.974,0.918,1.003,1.004
1,UWB1289,Dexamethasone,0.04,1.085,1.088,1.021,1.031,1.034,0.914,1.027,1.038
1,UWB1289,Dexamethasone,0.12,1.000,1.102,1.041,0.988,0.954,0.935,0.995,0.993
1,UWB1289,Dexamethasone,0.37,1.067,1.059,0.919,1.050,0.991,1.000,1.021,1.030
1,UWB1289,Dexamethasone,1.1,1.047,0.946,0.930,0.956,0.981,1.057,0.973,0.964
1,UWB1289,Dexamethasone,3.4,1.074,1.055,0.981,1.040,0.957,0.994,1.014,1.020
1,UWB1289,Dexamethasone,10,1.037,0.973,0.906,0.965,1.048,1.055,1.004,1.005
1,UWB1289BRCA1,Dexamethasone,0.0045,0.986,0.955,1.090,1.087,1.001,0.981,0.996,0.994
1,UWB1289BRCA1,Dexamethasone,0.014,1.056,1.018,1.020,1.073,0.977,0.975,1.012,1.017
1,UWB1289BRCA1,Dexamethasone,0.04,0.988,0.963,1.036,0.967,1.018,0.973,0.987,0.983
1,UWB1289BRCA1,Dexamethasone,0.12,0.987,0.996,1.013,1.021,1.041,0.913,1.003,1.004
1,UWB1289BRCA1,Dexamethasone,0.37,1.019,1.040,1.093,1.035,1.021,0.982,1.018,1.025
1,UWB1289BRCA1,Dexamethasone,1.1,0.986,0.991,0.961,1.070,1.046,1.047,1.012,1.016
1,UWB1289BRCA1,Dexamethasone,3.4,1.061,1.093,1.083,1.006,1.038,1.021,1.031,1.044
1,UWB1289BRCA1,Dexamethasone,10,1.080,1.045,1.007,1.024,1.033,0.965,1.018,1.025
1,VCAP,Dexamethasone,0.0045,1.128,1.124,1.113,1.201,1.239,1.071,1.109,1.163
1,VCAP,Dexamethasone,0.014,1.111,1.119,1.238,1.088,1.154,1.042,1.100,1.148
1,VCAP,Dexamethasone,0.04,1.206,1.031,1.070,1.194,1.085,1.092,1.077,1.113
1,VCAP,Dexamethasone,0.12,1.162,1.199,1.252,1.047,0.976,0.945,1.091,1.134
1,VCAP,Dexamethasone,0.37,1.165,0.998,1.162,1.160,1.030,0.995,1.083,1.122
1,VCAP,Dexamethasone,1.1,1.084,1.157,1.007,1.035,1.040,0.970,1.034,1.048
1,VCAP,Dexamethasone,3.4,1.102,1.022,1.193,1.161,0.896,1.018,1.055,1.079
1,VCAP,Dexamethasone,10,1.022,1.093,1.010,0.993,1.006,0.950,1.008,1.011
1,ZR751,Dexamethasone,0.0045,0.790,0.903,1.019,1.061,0.960,1.099,0.987,0.982
1,ZR751,Dexamethasone,0.014,1.029,0.833,0.175,0.831,0.919,0.662,0.778,0.735
1,ZR751,Dexamethasone,0.04,0.732,0.923,0.978,0.987,0.658,0.841,0.848,0.811
1,ZR751,Dexamethasone,0.12,0.641,0.918,0.808,0.904,0.943,0.742,0.812,0.770
1,ZR751,Dexamethasone,0.37,0.802,0.990,0.852,0.939,0.077,0.971,0.867,0.831
1,ZR751,Dexamethasone,1.1,0.754,0.775,0.675,0.732,1.108,0.829,0.675,0.637
1,ZR751,Dexamethasone,3.4,0.956,0.761,0.968,0.893,0.830,0.846,0.831,0.791
1,ZR751,Dexamethasone,10,0.826,0.827,0.732,0.881,0.983,0.865,0.798,0.756
1,A2058,Dinaciclib,1.90E-05,0.924,0.163,0.983,1.145,1.026,1.224,1.002,1.003
1,A2058,Dinaciclib,5.50E-05,1.006,1.074,1.124,1.141,1.053,1.135,1.048,1.069
1,A2058,Dinaciclib,0.00017,0.940,0.091,1.082,1.175,1.059,1.225,1.035,1.049
1,A2058,Dinaciclib,0.0005,1.040,1.093,1.030,1.174,1.032,1.142,1.033,1.046
1,A2058,Dinaciclib,0.0015,1.008,1.045,1.011,1.127,0.985,1.020,1.008,1.011
1,A2058,Dinaciclib,0.0045,0.890,0.872,0.847,0.953,0.929,1.088,0.952,0.935
1,A2058,Dinaciclib,0.014,0.481,0.443,0.262,0.331,0.356,0.401,0.507,0.505
1,A2058,Dinaciclib,0.04,0.022,0.028,0.023,0.026,0.018,0.324,-0.885,0.073
1,A2780,Dinaciclib,1.90E-05,0.011,0.956,1.075,0.971,1.058,1.062,1.006,1.008
1,A2780,Dinaciclib,5.50E-05,0.996,1.006,1.102,1.033,1.055,0.997,1.008,1.011
1,A2780,Dinaciclib,0.00017,0.005,0.931,1.113,1.032,1.030,0.987,1.003,1.005
1,A2780,Dinaciclib,0.0005,0.996,1.004,1.050,1.035,0.963,0.947,1.000,1.000
1,A2780,Dinaciclib,0.0015,1.019,0.980,1.090,1.073,0.976,0.946,1.000,1.000
1,A2780,Dinaciclib,0.0045,0.333,0.601,0.610,0.594,0.791,0.777,0.805,0.763
1,A2780,Dinaciclib,0.014,0.015,0.022,0.022,0.021,0.013,0.022,-0.493,0.126
1,A2780,Dinaciclib,0.04,0.016,0.021,0.019,0.018,0.017,0.021,-0.543,0.118
1,A375,Dinaciclib,1.90E-05,0.924,0.830,1.122,0.983,1.078,1.117,1.014,1.020
1,A375,Dinaciclib,5.50E-05,1.042,1.008,1.140,1.040,1.095,1.054,1.022,1.031
1,A375,Dinaciclib,0.00017,0.929,0.819,1.145,1.024,1.157,1.125,1.034,1.049
1,A375,Dinaciclib,0.0005,1.104,1.075,1.162,0.982,1.115,1.108,1.048,1.069
1,A375,Dinaciclib,0.0015,1.051,1.031,1.181,1.163,1.000,0.957,1.019,1.027
1,A375,Dinaciclib,0.0045,0.908,0.929,1.002,0.980,0.889,0.849,0.959,0.945
1,A375,Dinaciclib,0.014,0.351,0.322,0.331,0.353,0.304,0.289,0.466,0.477
1,A375,Dinaciclib,0.04,0.033,0.029,0.034,0.029,0.027,0.028,-0.689,0.096
1,A427,Dinaciclib,1.90E-05,0.814,1.063,0.816,NULL,NULL,NULL,0.890,0.859
1,A427,Dinaciclib,5.50E-05,0.890,1.022,0.834,NULL,NULL,NULL,0.937,0.917
1,A427,Dinaciclib,0.00017,0.265,1.076,1.085,NULL,NULL,NULL,1.040,1.057
1,A427,Dinaciclib,0.0005,1.052,1.055,0.740,NULL,NULL,NULL,1.027,1.039
1,A427,Dinaciclib,0.0015,0.926,1.093,0.867,NULL,NULL,NULL,0.959,0.944
1,A427,Dinaciclib,0.0045,0.725,0.550,0.778,NULL,NULL,NULL,0.826,0.786
1,A427,Dinaciclib,0.014,0.086,0.061,0.108,NULL,NULL,NULL,-0.330,0.158
1,A427,Dinaciclib,0.04,0.007,0.005,0.006,NULL,NULL,NULL,-1.811,0.020
1,CAOV3,Dinaciclib,1.90E-05,1.054,0.973,1.141,0.827,1.220,1.271,1.121,1.183
1,CAOV3,Dinaciclib,5.50E-05,1.102,0.770,1.078,1.286,0.911,1.047,1.079,1.116
1,CAOV3,Dinaciclib,0.00017,0.936,1.055,1.370,1.110,1.328,1.010,1.103,1.154
1,CAOV3,Dinaciclib,0.0005,1.289,0.936,1.118,1.082,1.132,1.076,1.124,1.187
1,CAOV3,Dinaciclib,0.0015,1.252,1.119,1.258,1.106,0.825,0.923,1.139,1.213
1,CAOV3,Dinaciclib,0.0045,0.819,0.798,1.053,0.924,0.913,1.114,0.890,0.858
1,CAOV3,Dinaciclib,0.014,0.273,0.217,0.146,0.188,0.229,0.176,-1.080,0.056
1,CAOV3,Dinaciclib,0.04,0.164,0.155,0.171,0.171,0.190,0.223,-1.299,0.041
1,COLO320DM,Dinaciclib,1.90E-05,0.834,0.953,1.211,1.078,1.045,1.014,1.010,1.015
1,COLO320DM,Dinaciclib,5.50E-05,0.977,0.940,1.094,1.152,0.883,1.010,0.998,0.997
1,COLO320DM,Dinaciclib,0.00017,0.814,0.777,1.037,1.268,1.100,0.914,0.991,0.988
1,COLO320DM,Dinaciclib,0.0005,1.010,1.194,1.115,1.196,1.197,1.147,1.057,1.082
1,COLO320DM,Dinaciclib,0.0015,1.066,1.049,0.905,0.916,1.013,0.866,0.987,0.982
1,COLO320DM,Dinaciclib,0.0045,0.910,0.801,0.924,0.999,0.983,1.015,0.983,0.976
1,COLO320DM,Dinaciclib,0.014,0.747,0.513,0.504,0.523,0.740,0.722,0.829,0.789
1,COLO320DM,Dinaciclib,0.04,0.055,0.100,0.093,0.064,0.084,0.091,0.122,0.296
1,DLD1,Dinaciclib,1.90E-05,0.940,0.929,1.087,1.059,1.086,1.018,1.015,1.020
1,DLD1,Dinaciclib,5.50E-05,1.080,1.082,1.083,1.029,0.950,1.067,1.027,1.039
1,DLD1,Dinaciclib,0.00017,0.979,1.041,0.991,0.967,0.990,1.094,0.996,0.995
1,DLD1,Dinaciclib,0.0005,1.100,0.941,1.076,1.079,1.028,1.077,1.029,1.040
1,DLD1,Dinaciclib,0.0015,1.088,1.136,1.093,0.889,1.010,0.975,1.018,1.026
1,DLD1,Dinaciclib,0.0045,0.905,0.955,1.021,0.967,0.936,0.889,0.978,0.970
1,DLD1,Dinaciclib,0.014,0.714,0.418,0.567,0.578,0.710,0.409,0.785,0.742
1,DLD1,Dinaciclib,0.04,0.125,0.076,0.132,0.084,0.072,0.116,0.111,0.292
1,EFM192B,Dinaciclib,1.90E-05,0.808,0.952,1.055,1.127,0.953,1.056,1.004,1.005
1,EFM192B,Dinaciclib,5.50E-05,0.781,0.951,1.220,1.144,1.082,0.919,1.015,1.020
1,EFM192B,Dinaciclib,0.00017,0.735,0.910,1.016,1.084,1.133,1.063,1.035,1.050
1,EFM192B,Dinaciclib,0.0005,1.056,1.043,1.118,0.991,1.169,0.911,1.044,1.063
1,EFM192B,Dinaciclib,0.0015,1.063,0.996,0.919,1.007,0.931,1.012,1.001,1.002
1,EFM192B,Dinaciclib,0.0045,0.904,0.965,0.860,0.770,0.825,0.981,0.886,0.854
1,EFM192B,Dinaciclib,0.014,0.495,0.461,0.295,0.392,0.393,0.417,0.179,0.320
1,EFM192B,Dinaciclib,0.04,0.019,0.017,0.048,0.032,0.028,0.018,-2.411,0.009
1,ES2,Dinaciclib,1.90E-05,0.813,0.798,1.047,1.041,1.014,1.091,1.013,1.018
1,ES2,Dinaciclib,5.50E-05,1.095,1.097,1.121,1.030,1.122,1.067,1.045,1.064
1,ES2,Dinaciclib,0.00017,0.774,0.721,0.998,1.012,1.089,1.174,1.002,1.003
1,ES2,Dinaciclib,0.0005,1.136,1.020,1.055,1.173,1.060,1.027,1.027,1.039
1,ES2,Dinaciclib,0.0015,1.013,1.084,1.107,1.146,0.998,0.990,1.023,1.033
1,ES2,Dinaciclib,0.0045,0.994,0.938,1.027,0.896,0.728,0.730,0.958,0.943
1,ES2,Dinaciclib,0.014,0.331,0.267,0.104,0.267,0.275,0.284,0.361,0.413
1,ES2,Dinaciclib,0.04,0.042,0.043,0.040,0.040,0.036,0.038,-0.577,0.112
1,HCT116,Dinaciclib,1.90E-05,0.876,0.858,1.031,0.981,0.952,1.016,0.983,0.977
1,HCT116,Dinaciclib,5.50E-05,0.978,0.956,1.059,1.027,1.003,0.919,0.995,0.993
1,HCT116,Dinaciclib,0.00017,0.922,0.854,1.021,1.010,0.932,0.999,0.983,0.976
1,HCT116,Dinaciclib,0.0005,0.960,0.984,1.065,1.035,0.965,0.910,0.987,0.982
1,HCT116,Dinaciclib,0.0015,0.949,1.011,1.026,0.914,0.860,0.885,0.965,0.953
1,HCT116,Dinaciclib,0.0045,0.975,0.894,0.898,0.984,0.971,0.930,0.975,0.966
1,HCT116,Dinaciclib,0.014,0.215,0.204,0.098,0.157,0.167,0.179,0.135,0.301
1,HCT116,Dinaciclib,0.04,0.094,0.098,0.108,0.088,0.088,0.083,-0.184,0.194
1,HT144,Dinaciclib,1.90E-05,0.906,0.912,1.077,1.098,1.046,1.032,1.028,1.040
1,HT144,Dinaciclib,5.50E-05,1.018,1.059,0.984,1.052,1.045,1.036,1.029,1.041
1,HT144,Dinaciclib,0.00017,0.951,1.026,1.108,1.031,1.055,1.098,1.031,1.044
1,HT144,Dinaciclib,0.0005,1.059,1.172,1.061,1.008,1.071,1.033,1.043,1.061
1,HT144,Dinaciclib,0.0015,1.011,1.004,0.978,1.017,0.979,0.983,0.995,0.993
1,HT144,Dinaciclib,0.0045,0.967,0.935,0.821,0.871,0.843,0.887,0.906,0.877
1,HT144,Dinaciclib,0.014,0.456,0.491,0.414,0.441,0.515,0.467,0.434,0.456
1,HT144,Dinaciclib,0.04,0.037,0.039,0.029,0.033,0.035,0.022,-1.477,0.032
1,HT29,Dinaciclib,1.90E-05,1.000,1.054,1.078,1.152,1.071,1.154,1.032,1.045
1,HT29,Dinaciclib,5.50E-05,1.025,1.181,1.203,1.156,1.061,1.067,1.046,1.066
1,HT29,Dinaciclib,0.00017,1.050,1.031,1.196,1.099,1.073,1.039,1.026,1.037
1,HT29,Dinaciclib,0.0005,1.102,1.070,1.132,1.115,1.006,1.113,1.045,1.064
1,HT29,Dinaciclib,0.0015,0.907,0.966,0.996,1.071,0.915,1.009,0.992,0.989
1,HT29,Dinaciclib,0.0045,0.845,0.955,0.822,0.848,0.718,0.916,0.927,0.904
1,HT29,Dinaciclib,0.014,0.173,0.196,0.102,0.243,0.321,0.259,0.337,0.399
1,HT29,Dinaciclib,0.04,0.101,0.100,0.109,0.088,0.077,0.089,-0.030,0.240
1,KPL1,Dinaciclib,1.90E-05,0.945,0.824,1.086,0.977,1.253,1.135,1.021,1.030
1,KPL1,Dinaciclib,5.50E-05,1.027,1.038,1.034,1.079,1.070,1.105,1.036,1.052
1,KPL1,Dinaciclib,0.00017,0.770,0.869,1.021,0.976,1.295,1.103,0.999,0.999
1,KPL1,Dinaciclib,0.0005,1.187,1.085,1.185,1.194,1.078,0.930,1.087,1.129
1,KPL1,Dinaciclib,0.0015,1.072,0.948,0.962,0.867,0.954,1.016,0.971,0.960
1,KPL1,Dinaciclib,0.0045,0.607,0.677,0.848,0.774,0.831,0.975,0.849,0.811
1,KPL1,Dinaciclib,0.014,0.209,0.221,0.185,0.240,0.227,0.202,-0.057,0.231
1,KPL1,Dinaciclib,0.04,0.339,0.291,0.306,0.254,0.251,0.264,0.118,0.294
1,LNCAP,Dinaciclib,1.90E-05,0.926,0.794,1.277,1.001,1.167,0.828,0.977,0.969
1,LNCAP,Dinaciclib,5.50E-05,0.922,1.070,0.894,1.183,0.813,1.247,0.997,0.996
1,LNCAP,Dinaciclib,0.00017,0.571,0.868,0.676,1.161,0.717,1.140,0.858,0.821
1,LNCAP,Dinaciclib,0.0005,0.752,0.823,1.184,1.366,0.961,1.267,1.043,1.061
1,LNCAP,Dinaciclib,0.0015,0.854,0.995,0.921,0.705,0.972,0.848,0.927,0.904
1,LNCAP,Dinaciclib,0.0045,1.236,1.144,1.265,1.131,0.852,1.268,1.107,1.159
1,LNCAP,Dinaciclib,0.014,0.206,0.227,0.101,0.184,0.091,0.239,-0.001,0.250
1,LNCAP,Dinaciclib,0.04,0.034,0.020,0.039,0.056,0.059,0.069,-0.871,0.075
1,LOVO,Dinaciclib,1.90E-05,0.988,1.069,1.111,0.961,0.982,0.938,0.993,0.990
1,LOVO,Dinaciclib,5.50E-05,1.035,1.160,1.037,1.160,1.053,1.222,1.049,1.070
1,LOVO,Dinaciclib,0.00017,0.924,0.938,0.960,1.098,1.159,1.052,1.003,1.004
1,LOVO,Dinaciclib,0.0005,1.089,1.332,0.864,1.206,1.119,1.040,1.048,1.068
1,LOVO,Dinaciclib,0.0015,1.030,1.090,0.906,0.947,0.734,1.106,0.994,0.992
1,LOVO,Dinaciclib,0.0045,0.771,0.806,0.932,0.882,0.644,0.841,0.906,0.878
1,LOVO,Dinaciclib,0.014,0.343,0.227,0.085,0.206,0.165,0.223,0.258,0.358
1,LOVO,Dinaciclib,0.04,0.056,0.065,0.088,0.064,0.058,0.070,-0.320,0.160
1,MDAMB436,Dinaciclib,1.90E-05,0.979,0.870,1.184,1.118,1.059,1.085,1.039,1.055
1,MDAMB436,Dinaciclib,5.50E-05,1.145,1.142,1.134,1.143,1.096,1.106,1.072,1.105
1,MDAMB436,Dinaciclib,0.00017,0.803,0.801,1.097,1.114,1.024,1.059,1.023,1.032
1,MDAMB436,Dinaciclib,0.0005,1.131,1.080,1.244,1.203,1.006,0.888,1.056,1.081
1,MDAMB436,Dinaciclib,0.0015,0.946,1.006,0.960,1.018,0.971,0.981,0.986,0.981
1,MDAMB436,Dinaciclib,0.0045,0.840,0.898,0.892,0.920,0.713,0.896,0.937,0.917
1,MDAMB436,Dinaciclib,0.014,0.288,0.294,0.250,0.267,0.261,0.261,0.254,0.356
1,MDAMB436,Dinaciclib,0.04,0.278,0.272,0.286,0.271,0.202,0.212,0.271,0.364
1,MSTO,Dinaciclib,1.90E-05,0.878,0.839,0.903,1.081,0.852,1.392,0.951,0.935
1,MSTO,Dinaciclib,5.50E-05,0.886,0.168,0.917,1.049,0.858,1.042,0.956,0.941
1,MSTO,Dinaciclib,0.00017,0.632,0.684,1.099,0.987,1.003,1.242,0.998,0.997
1,MSTO,Dinaciclib,0.0005,0.868,1.158,1.190,0.529,0.967,1.262,1.025,1.036
1,MSTO,Dinaciclib,0.0015,0.755,1.074,0.947,1.121,0.848,1.100,1.004,1.006
1,MSTO,Dinaciclib,0.0045,1.056,1.000,0.967,1.085,0.815,0.990,0.998,0.997
1,MSTO,Dinaciclib,0.014,0.674,0.649,0.621,0.831,0.501,0.520,0.809,0.768
1,MSTO,Dinaciclib,0.04,0.012,0.013,0.015,0.011,0.008,0.023,-0.847,0.077
1,NCIH1650,Dinaciclib,1.90E-05,1.009,0.971,1.050,1.060,1.017,1.021,1.014,1.020
1,NCIH1650,Dinaciclib,5.50E-05,1.080,1.092,1.059,1.110,0.941,1.014,1.052,1.074
1,NCIH1650,Dinaciclib,0.00017,0.934,0.897,0.941,1.023,0.958,0.996,0.960,0.946
1,NCIH1650,Dinaciclib,0.0005,1.103,1.084,1.073,1.039,1.026,1.119,1.059,1.085
1,NCIH1650,Dinaciclib,0.0015,1.112,1.111,0.895,0.988,1.041,0.945,1.011,1.015
1,NCIH1650,Dinaciclib,0.0045,0.979,1.025,1.035,1.032,0.963,1.018,1.016,1.023
1,NCIH1650,Dinaciclib,0.014,0.793,0.685,0.547,0.559,0.682,0.570,0.638,0.606
1,NCIH1650,Dinaciclib,0.04,0.070,0.099,0.081,0.087,0.076,0.072,-0.968,0.065
1,NCIH2122,Dinaciclib,1.90E-05,0.972,0.945,1.063,1.053,0.933,0.982,0.989,0.985
1,NCIH2122,Dinaciclib,5.50E-05,1.087,1.011,1.143,1.094,1.025,1.014,1.025,1.035
1,NCIH2122,Dinaciclib,0.00017,0.963,0.910,1.093,1.053,0.977,1.034,1.003,1.004
1,NCIH2122,Dinaciclib,0.0005,1.075,0.980,1.127,1.085,1.008,1.059,1.029,1.042
1,NCIH2122,Dinaciclib,0.0015,1.057,0.988,0.965,0.970,0.948,0.907,0.985,0.980
1,NCIH2122,Dinaciclib,0.0045,0.840,0.879,0.949,0.922,0.860,0.887,0.944,0.925
1,NCIH2122,Dinaciclib,0.014,0.301,0.285,0.125,0.183,0.171,0.166,0.217,0.338
1,NCIH2122,Dinaciclib,0.04,0.004,0.008,0.007,0.007,0.005,0.006,-1.300,0.041
1,NCIH23,Dinaciclib,1.90E-05,0.919,0.933,1.000,0.987,0.984,0.963,0.987,0.983
1,NCIH23,Dinaciclib,5.50E-05,1.065,1.147,1.151,1.145,1.133,0.911,1.061,1.088
1,NCIH23,Dinaciclib,0.00017,0.917,0.972,1.087,1.049,1.027,1.089,1.018,1.025
1,NCIH23,Dinaciclib,0.0005,1.037,0.920,1.151,1.161,1.101,1.001,1.031,1.044
1,NCIH23,Dinaciclib,0.0015,0.996,0.986,1.027,0.977,0.987,1.041,0.996,0.995
1,NCIH23,Dinaciclib,0.0045,0.651,0.744,0.844,0.837,0.843,0.806,0.908,0.880
1,NCIH23,Dinaciclib,0.014,0.212,0.222,0.191,0.150,0.210,0.170,0.247,0.352
1,NCIH23,Dinaciclib,0.04,0.078,0.061,0.053,0.065,0.052,0.053,-0.343,0.155
1,NCIH460,Dinaciclib,1.90E-05,0.902,0.892,0.996,1.057,1.003,1.043,1.000,0.999
1,NCIH460,Dinaciclib,5.50E-05,1.020,1.078,1.074,1.059,0.986,0.967,1.026,1.036
1,NCIH460,Dinaciclib,0.00017,0.917,0.923,1.049,1.079,1.004,1.030,1.011,1.016
1,NCIH460,Dinaciclib,0.0005,1.031,1.017,1.029,1.066,0.958,1.025,1.018,1.025
1,NCIH460,Dinaciclib,0.0015,0.955,1.022,1.015,1.048,0.864,0.959,0.991,0.988
1,NCIH460,Dinaciclib,0.0045,0.949,0.892,0.825,0.818,0.979,0.919,0.934,0.913
1,NCIH460,Dinaciclib,0.014,0.986,0.917,0.845,0.852,0.860,0.841,0.898,0.868
1,NCIH460,Dinaciclib,0.04,0.098,0.096,0.100,0.088,0.065,0.096,-0.545,0.117
1,NCIH520,Dinaciclib,1.90E-05,1.153,0.984,0.827,0.863,1.068,0.906,0.978,0.969
1,NCIH520,Dinaciclib,5.50E-05,1.157,0.894,1.041,1.260,1.044,0.968,1.016,1.023
1,NCIH520,Dinaciclib,0.00017,0.794,0.924,1.117,1.062,0.969,1.082,1.006,1.009
1,NCIH520,Dinaciclib,0.0005,1.231,0.932,1.108,1.114,0.991,1.045,1.029,1.041
1,NCIH520,Dinaciclib,0.0015,1.101,0.979,1.058,1.052,0.989,0.877,1.008,1.011
1,NCIH520,Dinaciclib,0.0045,0.759,0.762,0.979,0.794,0.861,0.858,0.925,0.901
1,NCIH520,Dinaciclib,0.014,0.230,0.185,0.085,0.103,0.149,0.138,0.233,0.345
1,NCIH520,Dinaciclib,0.04,0.012,0.013,0.013,0.012,0.009,0.011,-0.747,0.089
1,OCUBM,Dinaciclib,1.90E-05,0.879,0.806,1.022,1.136,1.071,0.961,0.991,0.987
1,OCUBM,Dinaciclib,5.50E-05,0.990,0.984,1.211,1.028,1.026,1.058,1.030,1.043
1,OCUBM,Dinaciclib,0.00017,0.781,0.874,1.091,1.094,1.122,1.070,1.087,1.129
1,OCUBM,Dinaciclib,0.0005,1.092,1.053,1.082,1.162,1.041,1.038,1.074,1.108
1,OCUBM,Dinaciclib,0.0015,1.072,1.017,0.920,1.050,0.898,0.946,0.979,0.971
1,OCUBM,Dinaciclib,0.0045,0.803,0.966,0.985,0.821,1.032,0.879,0.909,0.882
1,OCUBM,Dinaciclib,0.014,0.411,0.358,0.279,0.351,0.333,0.332,-0.209,0.187
1,OCUBM,Dinaciclib,0.04,0.009,0.017,0.007,0.010,0.013,0.020,-4.044,0.001
1,OV90,Dinaciclib,1.90E-05,0.896,0.822,0.979,0.908,1.066,1.028,0.954,0.938
1,OV90,Dinaciclib,5.50E-05,1.008,1.088,1.116,0.868,1.080,0.983,1.034,1.048
1,OV90,Dinaciclib,0.00017,0.892,0.970,1.025,0.969,1.096,0.938,0.975,0.967
1,OV90,Dinaciclib,0.0005,1.093,1.017,1.086,1.048,1.003,0.979,1.025,1.036
1,OV90,Dinaciclib,0.0015,0.976,1.016,0.969,0.971,0.987,1.002,0.985,0.980
1,OV90,Dinaciclib,0.0045,0.912,1.051,0.888,0.823,0.893,0.870,0.908,0.881
1,OV90,Dinaciclib,0.014,0.415,0.462,0.276,0.383,0.403,0.382,0.261,0.359
1,OV90,Dinaciclib,0.04,0.317,0.366,0.350,0.320,0.236,0.273,0.094,0.285
1,OVCAR3,Dinaciclib,1.90E-05,1.030,0.990,1.117,1.166,1.106,0.953,1.065,1.094
1,OVCAR3,Dinaciclib,5.50E-05,0.992,1.252,1.094,1.126,1.173,0.908,1.103,1.153
1,OVCAR3,Dinaciclib,0.00017,0.992,0.809,1.261,1.152,1.130,1.046,1.083,1.122
1,OVCAR3,Dinaciclib,0.0005,1.052,0.980,1.255,1.152,1.117,0.998,1.080,1.117
1,OVCAR3,Dinaciclib,0.0015,1.085,0.984,0.887,1.160,1.016,0.935,1.000,1.000
1,OVCAR3,Dinaciclib,0.0045,1.045,0.852,0.909,0.940,0.738,0.924,0.914,0.888
1,OVCAR3,Dinaciclib,0.014,0.618,0.456,0.361,0.484,0.498,0.374,0.258,0.357
1,OVCAR3,Dinaciclib,0.04,0.137,0.108,0.137,0.172,0.110,0.112,-1.047,0.059
1,PA1,Dinaciclib,1.90E-05,0.874,0.933,1.060,1.023,1.133,1.164,1.019,1.026
